ad_clone_id	ad_gene_symbol	ad_orf_id	db_gene_symbol	db_orf_id	Y2H_result	db_gene_category	db_gene_cofactor_type
MEIS2-2	MEIS2	101430	HES7	100062710		TF	
MEIS2-2	MEIS2	101430	HMGB2	6079	False	signaling	
MEIS2-2	MEIS2	101430	HOXB5	54030	True	TF	
MEIS2-2	MEIS2	101430	HOXC5	100014228	False	TF	
MEIS2-2	MEIS2	101430	HOXC8	11924	True	TF	
MEIS2-2	MEIS2	101430	HOXC9	11938		TF	
MEIS2-2	MEIS2	101430	IL16	8787	True	signaling	
MEIS2-2	MEIS2	101430	LHX8	14087	True	TF	
MEIS2-2	MEIS2	101430	LNX1	8141	True	other	
MEIS2-2	MEIS2	101430	MEIS2	11603	True	TF	
MEIS2-3	MEIS2	101369	GPS2	8584	False	cofactor	both
MEIS2-3	MEIS2	101369	HCK	9159	False	cofactor	unknown
MEIS2-3	MEIS2	101369	HES7	100062710		TF	
MEIS2-3	MEIS2	101369	HMGB2	6079	False	signaling	
MEIS2-3	MEIS2	101369	HOXB5	54030	False	TF	
MEIS2-3	MEIS2	101369	HOXC5	100014228	False	TF	
MEIS2-3	MEIS2	101369	HOXC8	11924	False	TF	
MEIS2-3	MEIS2	101369	HOXC9	11938		TF	
MEIS2-3	MEIS2	101369	IL16	8787	False	signaling	
MEIS2-3	MEIS2	101369	LHX8	14087	False	TF	
MEIS2-3	MEIS2	101369	LNX1	8141	False	other	
MEIS2-3	MEIS2	101369	MEIS2	11603	False	TF	
MEIS1-1	MEIS1	100651	HMGB2	6079	False	signaling	
MEIS1-1	MEIS1	100651	HOXB5	54030		TF	
MEIS1-1	MEIS1	100651	HOXC8	11924	True	TF	
MEIS1-1	MEIS1	100651	IL16	8787	True	signaling	
MEIS1-1	MEIS1	100651	LHX8	14087	False	TF	
MEIS1-1	MEIS1	100651	LNX1	8141	True	other	
MEIS1-1	MEIS1	100651	MEIS2	11603	True	TF	
MEIS1-1	MEIS1	100651	NUP58	3470	True	other	
MEIS1-1	MEIS1	100651	PATZ1	12624		TF	
MEIS1-1	MEIS1	100651	PBX4	53279		TF	
MEIS1-1	MEIS1	100651	PITX1	6137		TF	
MEIS1-1	MEIS1	100651	TFAP2D	100066379	True	TF	
MEIS1-2	MEIS1	100029	HMGB2	6079	False	signaling	
MEIS1-2	MEIS1	100029	HOXB5	54030	False	TF	
MEIS1-2	MEIS1	100029	HOXC8	11924	False	TF	
MEIS1-2	MEIS1	100029	IL16	8787	False	signaling	
MEIS1-2	MEIS1	100029	LHX8	14087	False	TF	
MEIS1-2	MEIS1	100029	LNX1	8141	False	other	
MEIS1-2	MEIS1	100029	MEIS2	11603	False	TF	
MEIS1-2	MEIS1	100029	NUP58	3470	False	other	
MEIS1-2	MEIS1	100029	PATZ1	12624	False	TF	
MEIS1-2	MEIS1	100029	PBX4	53279	False	TF	
MEIS1-2	MEIS1	100029	PITX1	6137	False	TF	
MEIS1-2	MEIS1	100029	TFAP2D	100066379	False	TF	
FOSB-1	FOSB	100371	HNRNPF	7437	False	other	
FOSB-1	FOSB	100371	HNRNPH1	4689	False	other	
FOSB-1	FOSB	100371	HOMER3	7127	True	signaling	
FOSB-1	FOSB	100371	HOXB5	54030	False	TF	
FOSB-1	FOSB	100371	IL16	8787	False	signaling	
FOSB-1	FOSB	100371	IQUB	56482	False	signaling	
FOSB-1	FOSB	100371	JUNB	4265		TF	
FOSB-1	FOSB	100371	LMO2	1136	True	cofactor	coactivator
FOSB-1	FOSB	100371	LONRF1	54086	False	other	
FOSB-1	FOSB	100371	MBD2	10019	False	TF	
FOSB-1	FOSB	100371	NCK2	3522	True	signaling	
FOSB-1	FOSB	100371	NCOA1	56067	False	TF	
FOSB-2	FOSB	101150	HNRNPF	7437	False	other	
FOSB-2	FOSB	101150	HNRNPH1	4689	False	other	
FOSB-2	FOSB	101150	HOMER3	7127	False	signaling	
FOSB-2	FOSB	101150	HOXB5	54030	False	TF	
FOSB-2	FOSB	101150	IL16	8787	False	signaling	
FOSB-2	FOSB	101150	IQUB	56482		signaling	
FOSB-2	FOSB	101150	JUNB	4265		TF	
FOSB-2	FOSB	101150	LMO2	1136	False	cofactor	coactivator
FOSB-2	FOSB	101150	LONRF1	54086	False	other	
FOSB-2	FOSB	101150	MBD2	10019	False	TF	
FOSB-2	FOSB	101150	NCK2	3522	False	signaling	
FOSB-2	FOSB	101150	NCOA1	56067	False	TF	
FOSB-3	FOSB	100526	HNRNPF	7437	False	other	
FOSB-3	FOSB	100526	HNRNPH1	4689	False	other	
FOSB-3	FOSB	100526	HOMER3	7127	False	signaling	
FOSB-3	FOSB	100526	HOXB5	54030	False	TF	
FOSB-3	FOSB	100526	IL16	8787	False	signaling	
FOSB-3	FOSB	100526	IQUB	56482	False	signaling	
FOSB-3	FOSB	100526	JUNB	4265		TF	
FOSB-3	FOSB	100526	LMO2	1136	False	cofactor	coactivator
FOSB-3	FOSB	100526	LONRF1	54086	False	other	
FOSB-3	FOSB	100526	MBD2	10019	False	TF	
FOSB-3	FOSB	100526	NCK2	3522	False	signaling	
FOSB-3	FOSB	100526	NCOA1	56067	False	TF	
SOX5-1	SOX5	100084	JOSD2	71253	True	other	
SOX5-1	SOX5	100084	KANK2	14983	False	signaling	
SOX5-1	SOX5	100084	KAT5	53941	True	cofactor	coactivator
SOX5-1	SOX5	100084	KIFC3	11229	True	other	
SOX5-1	SOX5	100084	LHX8	14087	True	TF	
SOX5-1	SOX5	100084	LMO1	14023	True	cofactor	coactivator
SOX5-1	SOX5	100084	LMO2	1136	True	cofactor	coactivator
SOX5-1	SOX5	100084	LMO3	1184	True	signaling	
SOX5-1	SOX5	100084	LNX1	8141	True	other	
SOX5-1	SOX5	100084	MAGED1	9625	False	cofactor	coactivator
SOX5-1	SOX5	100084	MIEN1	5746	False	other	
SOX5-1	SOX5	100084	MOAP1	299	True	signaling	
SOX5-2	SOX5	100062	JOSD2	71253	False	other	
SOX5-2	SOX5	100062	KANK2	14983	False	signaling	
SOX5-2	SOX5	100062	KAT5	53941	False	cofactor	coactivator
SOX5-2	SOX5	100062	KIFC3	11229	False	other	
SOX5-2	SOX5	100062	LHX8	14087	False	TF	
SOX5-2	SOX5	100062	LMO1	14023	False	cofactor	coactivator
SOX5-2	SOX5	100062	LMO2	1136	False	cofactor	coactivator
SOX5-2	SOX5	100062	LMO3	1184	False	signaling	
SOX5-2	SOX5	100062	LNX1	8141	False	other	
SOX5-2	SOX5	100062	MAGED1	9625	False	cofactor	coactivator
SOX5-2	SOX5	100062	MIEN1	5746	False	other	
SOX5-2	SOX5	100062	MOAP1	299	False	signaling	
FOSB-1	FOSB	100371	PATZ1	12624	False	TF	
FOSB-1	FOSB	100371	PHC2	54840	False	other	
FOSB-1	FOSB	100371	PIN1	4406	False	TF	
FOSB-1	FOSB	100371	POU6F2	100016215	False	TF	
FOSB-1	FOSB	100371	PPP1R37	8169	False	other	
FOSB-1	FOSB	100371	PRKAA2	14015	True	signaling	
FOSB-1	FOSB	100371	PRKAR1A	2455	False	signaling	
FOSB-1	FOSB	100371	PRPF31	54082	False	other	
FOSB-1	FOSB	100371	PSMC5	3818	True	other	
FOSB-1	FOSB	100371	RBM10	4573	False	other	
FOSB-1	FOSB	100371	STAT1	4126	False	TF	
FOSB-1	FOSB	100371	TNS2	56492	False	signaling	
FOSB-2	FOSB	101150	PATZ1	12624	False	TF	
FOSB-2	FOSB	101150	PHC2	54840	False	other	
FOSB-2	FOSB	101150	PIN1	4406	False	TF	
FOSB-2	FOSB	101150	POU6F2	100016215	False	TF	
FOSB-2	FOSB	101150	PPP1R37	8169	False	other	
FOSB-2	FOSB	101150	PRKAA2	14015	False	signaling	
FOSB-2	FOSB	101150	PRKAR1A	2455	False	signaling	
FOSB-2	FOSB	101150	PRPF31	54082	False	other	
FOSB-2	FOSB	101150	PSMC5	3818	True	other	
FOSB-2	FOSB	101150	RBM10	4573	False	other	
FOSB-2	FOSB	101150	STAT1	4126	False	TF	
FOSB-2	FOSB	101150	TNS2	56492	False	signaling	
FOSB-3	FOSB	100526	PATZ1	12624		TF	
FOSB-3	FOSB	100526	PHC2	54840	False	other	
FOSB-3	FOSB	100526	PIN1	4406	False	TF	
FOSB-3	FOSB	100526	POU6F2	100016215	False	TF	
FOSB-3	FOSB	100526	PPP1R37	8169	False	other	
FOSB-3	FOSB	100526	PRKAA2	14015	False	signaling	
FOSB-3	FOSB	100526	PRKAR1A	2455	False	signaling	
FOSB-3	FOSB	100526	PRPF31	54082	False	other	
FOSB-3	FOSB	100526	PSMC5	3818	False	other	
FOSB-3	FOSB	100526	RBM10	4573	False	other	
FOSB-3	FOSB	100526	STAT1	4126	False	TF	
FOSB-3	FOSB	100526	TNS2	56492		signaling	
SOX5-1	SOX5	100084	MSX2	740	False	TF	
SOX5-1	SOX5	100084	PIBF1	71402	True	signaling	
SOX5-1	SOX5	100084	RHOBTB3	10520	False	other	
SOX5-1	SOX5	100084	SAAL1	1102	True	other	
SOX5-1	SOX5	100084	SCNM1	3364	True	other	
SOX5-1	SOX5	100084	SDCBP	53842	True	signaling	
SOX5-1	SOX5	100084	SOX5	10885	True	TF	
SOX5-1	SOX5	100084	TCEA2	6195	True	cofactor	unknown
SOX5-1	SOX5	100084	TNIP3	56547	False	signaling	
SOX5-1	SOX5	100084	TSGA10	1602	True	other	
SOX5-1	SOX5	100084	UFC1	5518	False	other	
SOX5-1	SOX5	100084	VEZF1	100015985	True	TF	
SOX5-2	SOX5	100062	MSX2	740	False	TF	
SOX5-2	SOX5	100062	PIBF1	71402	False	signaling	
SOX5-2	SOX5	100062	RHOBTB3	10520	False	other	
SOX5-2	SOX5	100062	SAAL1	1102	False	other	
SOX5-2	SOX5	100062	SCNM1	3364	False	other	
SOX5-2	SOX5	100062	SDCBP	53842	False	signaling	
SOX5-2	SOX5	100062	SOX5	10885	False	TF	
SOX5-2	SOX5	100062	TCEA2	6195	False	cofactor	unknown
SOX5-2	SOX5	100062	TNIP3	56547	False	signaling	
SOX5-2	SOX5	100062	TSGA10	1602	False	other	
SOX5-2	SOX5	100062	UFC1	5518	False	other	
SOX5-2	SOX5	100062	VEZF1	100015985	False	TF	
PATZ1-1	PATZ1	100444	AES	53886	False	other	
PATZ1-1	PATZ1	100444	ATF2	54731	False	TF	
PATZ1-1	PATZ1	100444	CWF19L2	55730	False	other	
PATZ1-1	PATZ1	100444	CYTH4	12913		signaling	
PATZ1-1	PATZ1	100444	DVL3	9635		cofactor	unknown
PATZ1-1	PATZ1	100444	EAF1	10507	True	cofactor	unknown
PATZ1-1	PATZ1	100444	ETV4	8963	False	TF	
PATZ1-1	PATZ1	100444	FAM222B	6466	False	other	
PATZ1-1	PATZ1	100444	FAM46B	6636	False	other	
PATZ1-1	PATZ1	100444	GPATCH2L	13363	True	other	
PATZ1-1	PATZ1	100444	HNRNPF	7437	False	other	
PATZ1-1	PATZ1	100444	HNRNPH1	4689	False	other	
PATZ1-2	PATZ1	101008	AES	53886		other	
PATZ1-2	PATZ1	101008	ATF2	54731	False	TF	
PATZ1-2	PATZ1	101008	CWF19L2	55730	False	other	
PATZ1-2	PATZ1	101008	CYTH4	12913	False	signaling	
PATZ1-2	PATZ1	101008	DVL3	9635		cofactor	unknown
PATZ1-2	PATZ1	101008	EAF1	10507	False	cofactor	unknown
PATZ1-2	PATZ1	101008	ETV4	8963	False	TF	
PATZ1-2	PATZ1	101008	FAM222B	6466	False	other	
PATZ1-2	PATZ1	101008	FAM46B	6636		other	
PATZ1-2	PATZ1	101008	GPATCH2L	13363	False	other	
PATZ1-2	PATZ1	101008	HNRNPF	7437		other	
PATZ1-2	PATZ1	101008	HNRNPH1	4689	True	other	
PATZ1-3	PATZ1	101054	AES	53886		other	
PATZ1-3	PATZ1	101054	ATF2	54731	False	TF	
PATZ1-3	PATZ1	101054	CWF19L2	55730	False	other	
PATZ1-3	PATZ1	101054	CYTH4	12913	False	signaling	
PATZ1-3	PATZ1	101054	DVL3	9635		cofactor	unknown
PATZ1-3	PATZ1	101054	EAF1	10507	False	cofactor	unknown
PATZ1-3	PATZ1	101054	ETV4	8963	False	TF	
PATZ1-3	PATZ1	101054	FAM222B	6466	False	other	
PATZ1-3	PATZ1	101054	FAM46B	6636	False	other	
PATZ1-3	PATZ1	101054	GPATCH2L	13363		other	
PATZ1-3	PATZ1	101054	HNRNPF	7437		other	
PATZ1-3	PATZ1	101054	HNRNPH1	4689	True	other	
ESRRA-1	ESRRA	101268	CDKN2D	3933	False	signaling	
ESRRA-1	ESRRA	101268	CENPX	6492	True	TF	
ESRRA-1	ESRRA	101268	DPF2	190	True	cofactor	corepressor
ESRRA-1	ESRRA	101268	ESRRA	55636	False	TF	
ESRRA-1	ESRRA	101268	ESRRG	10820	True	TF	
ESRRA-1	ESRRA	101268	FMNL2	2340	False	other	
ESRRA-1	ESRRA	101268	FUCA1	7826	True	other	
ESRRA-1	ESRRA	101268	INO80	72161	False	cofactor	unknown
ESRRA-1	ESRRA	101268	LCOR	11848	True	TF	
ESRRA-1	ESRRA	101268	LONRF1	54086	False	other	
ESRRA-1	ESRRA	101268	MAPK9	10051	False	signaling	
ESRRA-1	ESRRA	101268	MED25	100067615	True	cofactor	unknown
ESRRA-2	ESRRA	101032	CDKN2D	3933	False	signaling	
ESRRA-2	ESRRA	101032	CENPX	6492	True	TF	
ESRRA-2	ESRRA	101032	DPF2	190	True	cofactor	corepressor
ESRRA-2	ESRRA	101032	ESRRA	55636	False	TF	
ESRRA-2	ESRRA	101032	ESRRG	10820	True	TF	
ESRRA-2	ESRRA	101032	FMNL2	2340	False	other	
ESRRA-2	ESRRA	101032	FUCA1	7826	True	other	
ESRRA-2	ESRRA	101032	INO80	72161	False	cofactor	unknown
ESRRA-2	ESRRA	101032	LCOR	11848	False	TF	
ESRRA-2	ESRRA	101032	LONRF1	54086	False	other	
ESRRA-2	ESRRA	101032	MAPK9	10051	False	signaling	
ESRRA-2	ESRRA	101032	MED25	100067615	False	cofactor	unknown
FOSB-1	FOSB	100371	USF1	12544	False	TF	
FOSB-1	FOSB	100371	ZBTB24	54115	False	TF	
FOSB-1	FOSB	100371	ZBTB47	8155	False	TF	
FOSB-1	FOSB	100371	ZNF408	252	False	TF	
FOSB-1	FOSB	100371	ZNF48	100069883	False	TF	
FOSB-1	FOSB	100371	ZNF648	70550	False	TF	
PATZ1-1	PATZ1	100444	YY1	2339		TF	
PATZ1-1	PATZ1	100444	ZBTB24	54115	True	TF	
PATZ1-1	PATZ1	100444	ZBTB47	8155		TF	
PATZ1-1	PATZ1	100444	ZNF408	252	True	TF	
PATZ1-1	PATZ1	100444	ZNF48	100069883		TF	
PATZ1-1	PATZ1	100444	ZNF648	70550		TF	
FOSB-2	FOSB	101150	USF1	12544	False	TF	
FOSB-2	FOSB	101150	ZBTB24	54115	False	TF	
FOSB-2	FOSB	101150	ZBTB47	8155		TF	
FOSB-2	FOSB	101150	ZNF408	252	False	TF	
FOSB-2	FOSB	101150	ZNF48	100069883	False	TF	
FOSB-2	FOSB	101150	ZNF648	70550	False	TF	
PATZ1-2	PATZ1	101008	YY1	2339	False	TF	
PATZ1-2	PATZ1	101008	ZBTB24	54115	False	TF	
PATZ1-2	PATZ1	101008	ZBTB47	8155	False	TF	
PATZ1-2	PATZ1	101008	ZNF408	252	False	TF	
PATZ1-2	PATZ1	101008	ZNF48	100069883		TF	
PATZ1-2	PATZ1	101008	ZNF648	70550	False	TF	
FOSB-3	FOSB	100526	USF1	12544	False	TF	
FOSB-3	FOSB	100526	ZBTB24	54115	False	TF	
FOSB-3	FOSB	100526	ZBTB47	8155	False	TF	
FOSB-3	FOSB	100526	ZNF408	252	False	TF	
FOSB-3	FOSB	100526	ZNF48	100069883	False	TF	
FOSB-3	FOSB	100526	ZNF648	70550		TF	
PATZ1-3	PATZ1	101054	YY1	2339	False	TF	
PATZ1-3	PATZ1	101054	ZBTB24	54115	True	TF	
PATZ1-3	PATZ1	101054	ZBTB47	8155		TF	
PATZ1-3	PATZ1	101054	ZNF408	252	True	TF	
PATZ1-3	PATZ1	101054	ZNF48	100069883	True	TF	
PATZ1-3	PATZ1	101054	ZNF648	70550		TF	
SOX5-1	SOX5	100084	ZBTB16	8127	True	TF	
SOX5-1	SOX5	100084	ZGPAT	10101		TF	
SOX5-1	SOX5	100084	ZNF581	6880	False	TF	
SOX5-2	SOX5	100062	ZBTB16	8127	False	TF	
SOX5-2	SOX5	100062	ZGPAT	10101	False	TF	
SOX5-2	SOX5	100062	ZNF581	6880	False	TF	
PATZ1-1	PATZ1	100444	HOMER3	7127	False	signaling	
PATZ1-1	PATZ1	100444	HOXB5	54030	True	TF	
PATZ1-1	PATZ1	100444	IL16	8787	True	signaling	
PATZ1-1	PATZ1	100444	IQUB	56482	False	signaling	
PATZ1-1	PATZ1	100444	JUNB	4265	False	TF	
PATZ1-1	PATZ1	100444	KANK2	14983	True	signaling	
PATZ1-1	PATZ1	100444	KHK	4829	False	other	
PATZ1-1	PATZ1	100444	LDB1	5357		cofactor	coactivator
PATZ1-1	PATZ1	100444	LMO2	1136	True	cofactor	coactivator
PATZ1-1	PATZ1	100444	LONRF1	54086	True	other	
PATZ1-1	PATZ1	100444	MAPK9	10051		signaling	
PATZ1-1	PATZ1	100444	MBD2	10019	True	TF	
PATZ1-2	PATZ1	101008	HOMER3	7127	False	signaling	
PATZ1-2	PATZ1	101008	HOXB5	54030	False	TF	
PATZ1-2	PATZ1	101008	IL16	8787	False	signaling	
PATZ1-2	PATZ1	101008	IQUB	56482	True	signaling	
PATZ1-2	PATZ1	101008	JUNB	4265	False	TF	
PATZ1-2	PATZ1	101008	KANK2	14983		signaling	
PATZ1-2	PATZ1	101008	KHK	4829		other	
PATZ1-2	PATZ1	101008	LDB1	5357		cofactor	coactivator
PATZ1-2	PATZ1	101008	LMO2	1136	False	cofactor	coactivator
PATZ1-2	PATZ1	101008	LONRF1	54086		other	
PATZ1-2	PATZ1	101008	MAPK9	10051		signaling	
PATZ1-2	PATZ1	101008	MBD2	10019	False	TF	
PATZ1-3	PATZ1	101054	HOMER3	7127	False	signaling	
PATZ1-3	PATZ1	101054	HOXB5	54030	True	TF	
PATZ1-3	PATZ1	101054	IL16	8787	False	signaling	
PATZ1-3	PATZ1	101054	IQUB	56482	False	signaling	
PATZ1-3	PATZ1	101054	JUNB	4265		TF	
PATZ1-3	PATZ1	101054	KANK2	14983	False	signaling	
PATZ1-3	PATZ1	101054	KHK	4829	False	other	
PATZ1-3	PATZ1	101054	LDB1	5357	False	cofactor	coactivator
PATZ1-3	PATZ1	101054	LMO2	1136	False	cofactor	coactivator
PATZ1-3	PATZ1	101054	LONRF1	54086	True	other	
PATZ1-3	PATZ1	101054	MAPK9	10051	True	signaling	
PATZ1-3	PATZ1	101054	MBD2	10019	True	TF	
ESRRA-1	ESRRA	101268	MSGN1	100068995	True	TF	
ESRRA-1	ESRRA	101268	NCOA1	56067	True	TF	
ESRRA-1	ESRRA	101268	NR0B1	7215	True	TF	
ESRRA-1	ESRRA	101268	NR0B2	8321	False	signaling	
ESRRA-1	ESRRA	101268	NR2C1	10314	False	TF	
ESRRA-1	ESRRA	101268	NRIP1	2561		cofactor	both
ESRRA-1	ESRRA	101268	PGBD1	56918	False	other	
ESRRA-1	ESRRA	101268	PSMC5	3818	True	other	
ESRRA-1	ESRRA	101268	RRP8	3506	True	signaling	
ESRRA-1	ESRRA	101268	RXRB	3425		TF	
ESRRA-1	ESRRA	101268	RXRG	7198	False	TF	
ESRRA-1	ESRRA	101268	SDCBP	53842	True	signaling	
ESRRA-2	ESRRA	101032	MSGN1	100068995	True	TF	
ESRRA-2	ESRRA	101032	NCOA1	56067	True	TF	
ESRRA-2	ESRRA	101032	NR0B1	7215	True	TF	
ESRRA-2	ESRRA	101032	NR0B2	8321	False	signaling	
ESRRA-2	ESRRA	101032	NR2C1	10314	False	TF	
ESRRA-2	ESRRA	101032	NRIP1	2561		cofactor	both
ESRRA-2	ESRRA	101032	PGBD1	56918	False	other	
ESRRA-2	ESRRA	101032	PSMC5	3818	True	other	
ESRRA-2	ESRRA	101032	RRP8	3506	False	signaling	
ESRRA-2	ESRRA	101032	RXRB	3425		TF	
ESRRA-2	ESRRA	101032	RXRG	7198	False	TF	
ESRRA-2	ESRRA	101032	SDCBP	53842	True	signaling	
PATZ1-1	PATZ1	100444	NCK2	3522	False	signaling	
PATZ1-1	PATZ1	100444	PATZ1	12624		TF	
PATZ1-1	PATZ1	100444	PHC2	54840	False	other	
PATZ1-1	PATZ1	100444	POU6F2	100016215	False	TF	
PATZ1-1	PATZ1	100444	PPP1R37	8169	True	other	
PATZ1-1	PATZ1	100444	PRKAA2	14015	True	signaling	
PATZ1-1	PATZ1	100444	PRKAB2	11857	True	signaling	
PATZ1-1	PATZ1	100444	PRKAR1A	2455		signaling	
PATZ1-1	PATZ1	100444	PRPF31	54082	True	other	
PATZ1-1	PATZ1	100444	PSMC5	3818	False	other	
PATZ1-1	PATZ1	100444	RBM10	4573	True	other	
PATZ1-1	PATZ1	100444	TNS2	56492	True	signaling	
PATZ1-2	PATZ1	101008	NCK2	3522	False	signaling	
PATZ1-2	PATZ1	101008	PATZ1	12624		TF	
PATZ1-2	PATZ1	101008	PHC2	54840		other	
PATZ1-2	PATZ1	101008	POU6F2	100016215		TF	
PATZ1-2	PATZ1	101008	PPP1R37	8169	False	other	
PATZ1-2	PATZ1	101008	PRKAA2	14015	False	signaling	
PATZ1-2	PATZ1	101008	PRKAB2	11857		signaling	
PATZ1-2	PATZ1	101008	PRKAR1A	2455	False	signaling	
PATZ1-2	PATZ1	101008	PRPF31	54082	False	other	
PATZ1-2	PATZ1	101008	PSMC5	3818	False	other	
PATZ1-2	PATZ1	101008	RBM10	4573		other	
PATZ1-2	PATZ1	101008	TNS2	56492	True	signaling	
PATZ1-3	PATZ1	101054	NCK2	3522	False	signaling	
PATZ1-3	PATZ1	101054	PATZ1	12624	True	TF	
PATZ1-3	PATZ1	101054	PHC2	54840	False	other	
PATZ1-3	PATZ1	101054	POU6F2	100016215	False	TF	
PATZ1-3	PATZ1	101054	PPP1R37	8169	True	other	
PATZ1-3	PATZ1	101054	PRKAA2	14015	False	signaling	
PATZ1-3	PATZ1	101054	PRKAB2	11857	False	signaling	
PATZ1-3	PATZ1	101054	PRKAR1A	2455	False	signaling	
PATZ1-3	PATZ1	101054	PRPF31	54082	True	other	
PATZ1-3	PATZ1	101054	PSMC5	3818	False	other	
PATZ1-3	PATZ1	101054	RBM10	4573	True	other	
PATZ1-3	PATZ1	101054	TNS2	56492	True	signaling	
ESRRA-1	ESRRA	101268	TNNI2	12585	True	cofactor	unknown
ESRRA-1	ESRRA	101268	TSTD2	9770	False	other	
ESRRA-1	ESRRA	101268	UBE3A	6512	False	signaling	
ESRRA-1	ESRRA	101268	VAX1	100070110	True	TF	
ESRRA-1	ESRRA	101268	ZNF417	8400	False	TF	
ESRRA-1	ESRRA	101268	ZNF76	9	False	TF	
ESRRA-1	ESRRA	101268	ZSWIM3	1564	False	other	
ESRRA-2	ESRRA	101032	TNNI2	12585	True	cofactor	unknown
ESRRA-2	ESRRA	101032	TSTD2	9770	False	other	
ESRRA-2	ESRRA	101032	UBE3A	6512	False	signaling	
ESRRA-2	ESRRA	101032	VAX1	100070110	False	TF	
ESRRA-2	ESRRA	101032	ZNF417	8400	False	TF	
ESRRA-2	ESRRA	101032	ZNF76	9	False	TF	
ESRRA-2	ESRRA	101032	ZSWIM3	1564	False	other	
TFCP2-1	TFCP2	100070	CDK18	2966	False	other	
TFCP2-1	TFCP2	100070	COX5B	4813	False	other	
TFCP2-1	TFCP2	100070	DNAJC27	1267	True	signaling	
TFCP2-1	TFCP2	100070	DYNLL1	56155	False	other	
TFCP2-1	TFCP2	100070	EAF1	10507	True	cofactor	unknown
TFCP2-1	TFCP2	100070	ENKD1	4798	True	other	
TFCP2-1	TFCP2	100070	EXOSC5	4997	False	other	
TFCP2-1	TFCP2	100070	FAM13C	2040	False	other	
TFCP2-1	TFCP2	100070	FAM161A	53030	False	other	
TFCP2-1	TFCP2	100070	FAM206A	239	False	other	
TFCP2-1	TFCP2	100070	FAM90A1	11110	True	other	
TFCP2-1	TFCP2	100070	FANCL	11743	True	other	
TFCP2-2	TFCP2	100539	CDK18	2966	False	other	
TFCP2-2	TFCP2	100539	COX5B	4813	False	other	
TFCP2-2	TFCP2	100539	DNAJC27	1267	False	signaling	
TFCP2-2	TFCP2	100539	DYNLL1	56155	False	other	
TFCP2-2	TFCP2	100539	EAF1	10507	False	cofactor	unknown
TFCP2-2	TFCP2	100539	ENKD1	4798	False	other	
TFCP2-2	TFCP2	100539	EXOSC5	4997	False	other	
TFCP2-2	TFCP2	100539	FAM13C	2040	False	other	
TFCP2-2	TFCP2	100539	FAM161A	53030	False	other	
TFCP2-2	TFCP2	100539	FAM206A	239	False	other	
TFCP2-2	TFCP2	100539	FAM90A1	11110	False	other	
TFCP2-2	TFCP2	100539	FANCL	11743	False	other	
TFCP2-3	TFCP2	101104	CDK18	2966	False	other	
TFCP2-3	TFCP2	101104	COX5B	4813	False	other	
TFCP2-3	TFCP2	101104	DNAJC27	1267	False	signaling	
TFCP2-3	TFCP2	101104	DYNLL1	56155	False	other	
TFCP2-3	TFCP2	101104	EAF1	10507	False	cofactor	unknown
TFCP2-3	TFCP2	101104	ENKD1	4798	False	other	
TFCP2-3	TFCP2	101104	EXOSC5	4997	False	other	
TFCP2-3	TFCP2	101104	FAM13C	2040	False	other	
TFCP2-3	TFCP2	101104	FAM161A	53030	False	other	
TFCP2-3	TFCP2	101104	FAM206A	239	False	other	
TFCP2-3	TFCP2	101104	FAM90A1	11110	False	other	
TFCP2-3	TFCP2	101104	FANCL	11743	False	other	
HOXA1-1	HOXA1	100772	HMBOX1	14887	False	TF	
HOXA1-1	HOXA1	100772	HSD3B7	4278	False	other	
HOXA1-1	HOXA1	100772	KANK2	14983		signaling	
HOXA1-1	HOXA1	100772	KCTD7	70368	False	other	
HOXA1-1	HOXA1	100772	KPRP	100016119	True	other	
HOXA1-2	HOXA1	100709	HMBOX1	14887	False	TF	
HOXA1-2	HOXA1	100709	HSD3B7	4278	False	other	
HOXA1-2	HOXA1	100709	KANK2	14983	False	signaling	
HOXA1-2	HOXA1	100709	KCTD7	70368	False	other	
HOXA1-2	HOXA1	100709	KPRP	100016119	False	other	
TFCP2-1	TFCP2	100070	FARS2	12653	True	other	
TFCP2-1	TFCP2	100070	FGF11	9976		signaling	
TFCP2-1	TFCP2	100070	FNDC11	78		other	
TFCP2-1	TFCP2	100070	GAS2L2	100015630		signaling	
TFCP2-1	TFCP2	100070	GRHL2	13972	False	TF	
TFCP2-1	TFCP2	100070	HMBOX1	14887	False	TF	
TFCP2-1	TFCP2	100070	INO80B	11788		cofactor	unknown
TFCP2-1	TFCP2	100070	KAT5	53941	True	cofactor	coactivator
TFCP2-1	TFCP2	100070	KIF9	1905	False	other	
TFCP2-1	TFCP2	100070	LMO1	14023	True	cofactor	coactivator
TFCP2-1	TFCP2	100070	LMO3	1184	False	signaling	
TFCP2-1	TFCP2	100070	LMO4	3110	True	other	
TFCP2-2	TFCP2	100539	FARS2	12653	False	other	
TFCP2-2	TFCP2	100539	FGF11	9976	False	signaling	
TFCP2-2	TFCP2	100539	FNDC11	78	False	other	
TFCP2-2	TFCP2	100539	GAS2L2	100015630		signaling	
TFCP2-2	TFCP2	100539	GRHL2	13972	False	TF	
TFCP2-2	TFCP2	100539	HMBOX1	14887	False	TF	
TFCP2-2	TFCP2	100539	INO80B	11788	False	cofactor	unknown
TFCP2-2	TFCP2	100539	KAT5	53941	False	cofactor	coactivator
TFCP2-2	TFCP2	100539	KIF9	1905	False	other	
