tf	orf1	orf2	seg1_len	seg2_len	len_diff	perc_change	len_frameshift	len_pblock	perc_frameshift	clustal_score1	clustal_score2
WT1	WT1-203	WT1-210	3	220	-217	7333.33333333	0	223	0.0	33	-13
WT1	WT1-203	WT1-212	3	12	-9	400.0	0	15	0.0	33	-11
TSC22D1	TSC22D1-201	TSC22D1-203	42	971	-929	2311.9047619	0	1013	0.0	16	20
TSC22D1	TSC22D1-201	TSC22D1-208	144	142	2	98.6111111111	0	286	0.0	5	-32
TSC22D1	TSC22D1-201	TSC22D1-211	144	570	-426	395.833333333	0	714	0.0	11	56
TSC22D3	TSC22D3-201	TSC22D3-202	107	17	90	15.8878504673	0	124	0.0	5	-6
TSC22D3	TSC22D3-201	TSC22D3-206	107	41	66	38.3177570093	0	148	0.0	9	-21
TSC22D3	TSC22D3-201	TSC22D3-211	107	41	66	38.3177570093	0	148	0.0	9	-21
TSC22D3	TSC22D3-201	TSC22D3-211	76	42	34	55.2631578947	0	118	0.0	4	-22
TSC22D2	TSC22D2-201	TSC22D2-203	780	22	758	2.82051282051	22	780	2.82051282051	13	-11
TSC22D2	TSC22D2-201	TSC22D2-204	780	1	779	0.128205128205	1	780	0.128205128205	100	-16
TSC22D4	TSC22D4-201	TSC22D4-203	395	18	377	4.55696202532	0	413	0.0	27	27
TSC22D4	TSC22D4-201	TSC22D4-204	395	20	375	5.06329113924	0	415	0.0	30	23
NFATC1	NFATC1-201	NFATC1-202	42	29	13	69.0476190476	0	71	0.0	13	-10
NFATC1	NFATC1-201	NFATC1-203	42	29	13	69.0476190476	0	71	0.0	13	-10
NFATC1	NFATC1-201	NFATC1-206	128	16	112	12.5	0	144	0.0	18	-22
NFATC1	NFATC1-201	NFATC1-208	42	29	13	69.0476190476	0	71	0.0	13	-10
NFATC1	NFATC1-201	NFATC1-208	128	16	112	12.5	0	144	0.0	18	-22
NFATC1	NFATC1-201	NFATC1-210	266	80	186	30.0751879699	80	266	30.0751879699	2	-20
NFATC1	NFATC1-201	NFATC1-217	128	19	109	14.84375	0	147	0.0	5	-25
NFATC1	NFATC1-201	NFATC1-218	42	29	13	69.0476190476	0	71	0.0	13	-10
NFATC1	NFATC1-201	NFATC1-218	128	19	109	14.84375	0	147	0.0	5	-25
NFATC2	NFATC2-202	NFATC2-201	18	14	4	77.7777777778	0	32	0.0	21	-3
NFATC2	NFATC2-202	NFATC2-203	43	23	20	53.488372093	0	66	0.0	8	-19
NFATC2	NFATC2-202	NFATC2-203	18	14	4	77.7777777778	0	32	0.0	21	-3
NFATC2	NFATC2-202	NFATC2-205	18	14	4	77.7777777778	0	32	0.0	21	-3
NFATC2	NFATC2-202	NFATC2-206	43	23	20	53.488372093	0	66	0.0	8	-19
NFATC3	NFATC3-202	NFATC3-201	40	33	7	82.5	0	73	0.0	9	-17
NFATC3	NFATC3-202	NFATC3-203	40	30	10	75.0	0	70	0.0	10	-13
NFATC3	NFATC3-202	NFATC3-211	1075	2	1073	0.186046511628	0	1077	0.0	100	-8
NFATC3	NFATC3-202	NFATC3-215	608	82	526	13.4868421053	0	690	0.0	17	67
NFATC3	NFATC3-202	NFATC3-221	1075	2	1073	0.186046511628	0	1077	0.0	100	-8
NFATC3	NFATC3-202	NFATC3-222	40	12	28	30.0	0	52	0.0	25	-11
NFATC4	NFATC4-201	NFATC4-202	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-203	33	21	12	63.6363636364	0	54	0.0	14	-12
NFATC4	NFATC4-201	NFATC4-203	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-204	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-206	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-208	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-219	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-220	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-221	33	21	12	63.6363636364	0	54	0.0	14	-12
NFATC4	NFATC4-201	NFATC4-225	33	21	12	63.6363636364	0	54	0.0	14	-12
NFATC4	NFATC4-201	NFATC4-231	22	21	1	95.4545454545	0	43	0.0	14	-21
NFATC4	NFATC4-201	NFATC4-232	33	10	23	30.303030303	0	43	0.0	10	-4
NOBOX	NOBOX-202	NOBOX-203	281	12	269	4.27046263345	0	293	0.0	33	12
NOBOX	NOBOX-202	NOBOX-204	97	12	85	12.3711340206	0	109	0.0	33	8
ZBTB8A	ZBTB8A-202	ZBTB8A-201	110	9	101	8.18181818182	9	110	8.18181818182	22	-20
GTF2IRD1	GTF2IRD1-201	GTF2IRD1-204	959	21	938	2.1897810219	21	959	2.1897810219	14	12
GTF2IRD1	GTF2IRD1-201	GTF2IRD1-205	22	38	-16	172.727272727	0	60	0.0	9	-11
GTF2IRD2	GTF2IRD2-208	GTF2IRD2-205	870	29	841	3.33333333333	0	899	0.0	27	8
GTF2IRD2	GTF2IRD2-208	GTF2IRD2-207	534	82	452	15.3558052434	0	616	0.0	7	13
MSANTD4	MSANTD4-201	MSANTD4-206	121	9	112	7.43801652893	9	121	7.43801652893	22	-9
MSANTD4	MSANTD4-201	MSANTD4-206	120	21	99	17.5	21	120	17.5	14	-7
RCOR3	RCOR3-203	RCOR3-202	195	78	117	40.0	78	195	40.0	14	-6
RCOR3	RCOR3-203	RCOR3-204	114	10	104	8.77192982456	0	124	0.0	20	-14
DOT1L	DOT1L-201	DOT1L-202	2	55	-53	2750.0	0	57	0.0	50	-7
DOT1L	DOT1L-201	DOT1L-204	2	238	-236	11900.0	0	240	0.0	50	-17
DOT1L	DOT1L-201	DOT1L-207	896	37	859	4.12946428571	0	933	0.0	29	24
E2F4	E2F4-201	E2F4-205	413	6	407	1.45278450363	6	413	1.45278450363	33	2
BNC1	BNC1-201	BNC1-202	33	26	7	78.7878787879	0	59	0.0	19	-8
CARF	CARF-202	CARF-212	448	32	416	7.14285714286	0	480	0.0	12	-2
CARF	CARF-202	CARF-216	448	32	416	7.14285714286	0	480	0.0	12	-2
LRRFIP1	LRRFIP1-201	LRRFIP1-203	22	32	-10	145.454545455	0	54	0.0	9	-7
LRRFIP1	LRRFIP1-201	LRRFIP1-203	512	154	358	30.078125	0	666	0.0	11	66
LRRFIP2	LRRFIP2-202	LRRFIP2-208	341	8	333	2.34604105572	0	349	0.0	25	-6
LRRFIP2	LRRFIP2-202	LRRFIP2-210	400	3	397	0.75	3	400	0.75	33	-9
BNC2	BNC2-203	BNC2-204	219	54	165	24.6575342466	0	273	0.0	14	0
BNC2	BNC2-203	BNC2-205	219	23	196	10.502283105	3	239	1.25523012552	17	-8
BNC2	BNC2-203	BNC2-206	955	8	947	0.837696335079	0	963	0.0	25	-7
BNC2	BNC2-203	BNC2-207	110	1	109	0.909090909091	0	111	0.0	100	-14
BNC2	BNC2-203	BNC2-207	955	8	947	0.837696335079	0	963	0.0	25	-7
BNC2	BNC2-203	BNC2-210	219	23	196	10.502283105	3	239	1.25523012552	17	-8
HOXA4	HOXA4-201	HOXA4-203	320	25	295	7.8125	25	320	7.8125	28	27
HOXA1	HOXA1-201	HOXA1-202	217	19	198	8.75576036866	19	217	8.75576036866	15	2
SKOR2	SKOR2-201	SKOR2-202	38	757	-719	1992.10526316	25	770	3.24675324675	10	-15
SKOR1	SKOR1-201	SKOR1-202	222	36	186	16.2162162162	0	258	0.0	5	2
SKOR1	SKOR1-201	SKOR1-203	222	8	214	3.6036036036	0	230	0.0	37	4
RERE	RERE-201	RERE-202	277	9	268	3.24909747292	0	286	0.0	22	-7
RERE	RERE-201	RERE-218	1566	23	1543	1.4687100894	23	1566	1.4687100894	17	-5
EBF4	EBF4-210	EBF4-201	5	24	-19	480.0	0	29	0.0	20	-11
EBF4	EBF4-210	EBF4-202	5	1	4	20.0	0	6	0.0	100	-4
EBF4	EBF4-210	EBF4-204	350	55	295	15.7142857143	0	405	0.0	18	28
EBF3	EBF3-202	EBF3-203	551	49	502	8.89292196007	49	551	8.89292196007	16	35
SGSM2	SGSM2-201	SGSM2-206	1051	35	1016	3.33016175071	33	1053	3.1339031339	17	-3
SGSM2	SGSM2-201	SGSM2-209	1051	11	1040	1.04662226451	11	1051	1.04662226451	27	4
SGSM2	SGSM2-201	SGSM2-211	29	10	19	34.4827586207	0	39	0.0	10	-22
SGSM2	SGSM2-201	SGSM2-212	898	8	890	0.890868596882	8	898	0.890868596882	37	4
EBF1	EBF1-201	EBF1-211	185	1	184	0.540540540541	0	186	0.0	100	-10
SCML4	SCML4-201	SCML4-202	52	23	29	44.2307692308	0	75	0.0	13	-26
SCML4	SCML4-201	SCML4-202	90	10	80	11.1111111111	0	100	0.0	20	-16
SCML4	SCML4-201	SCML4-206	52	23	29	44.2307692308	0	75	0.0	13	-26
ZNF791	ZNF791-201	ZNF791-202	533	26	507	4.87804878049	25	534	4.68164794007	11	-3
ZNF93	ZNF93-201	ZNF93-205	545	44	501	8.07339449541	0	589	0.0	9	4
ZNF93	ZNF93-201	ZNF93-206	545	48	497	8.80733944954	0	593	0.0	16	9
ZNF98	ZNF98-201	ZNF98-203	10	105	-95	1050.0	0	115	0.0	30	4
ZNF98	ZNF98-201	ZNF98-205	488	3	485	0.614754098361	0	491	0.0	66	-12
ZNF99	ZNF99-201	ZNF99-202	22	1	21	4.54545454545	0	23	0.0	100	-4
ZNF99	ZNF99-201	ZNF99-202	306	42	264	13.7254901961	6	342	1.75438596491	38	68
DMTF1	DMTF1-201	DMTF1-232	36	4	32	11.1111111111	0	40	0.0	25	-10
BCLAF1	BCLAF1-214	BCLAF1-221	920	26	894	2.82608695652	26	920	2.82608695652	15	-4
BCLAF1	BCLAF1-214	BCLAF1-223	180	12	168	6.66666666667	0	192	0.0	16	-9
ZNF571	ZNF571-203	ZNF571-204	3	6	-3	200.0	0	9	0.0	33	-7
ZNF571	ZNF571-203	ZNF571-205	564	97	467	17.1985815603	0	661	0.0	9	8
ZNF573	ZNF573-217	ZNF573-201	98	40	58	40.8163265306	0	138	0.0	5	-31
ZNF573	ZNF573-217	ZNF573-209	642	21	621	3.27102803738	21	642	3.27102803738	14	-1
SETDB1	SETDB1-205	SETDB1-202	910	17	893	1.86813186813	0	927	0.0	29	7
SETDB1	SETDB1-205	SETDB1-203	1066	25	1041	2.34521575985	24	1067	2.24929709466	8	8
SETDB1	SETDB1-205	SETDB1-213	67	36	31	53.7313432836	0	103	0.0	8	-8
SETDB2	SETDB2-203	SETDB2-201	182	23	159	12.6373626374	0	205	0.0	13	8
SETDB2	SETDB2-203	SETDB2-205	6	6	0	100.0	0	11	0.0	50	17
ZNF207	ZNF207-201	ZNF207-202	14	17	-3	121.428571429	0	31	0.0	7	-20
ZNF207	ZNF207-201	ZNF207-207	4	3	1	75.0	0	7	0.0	0	-12
ZNF205	ZNF205-202	ZNF205-205	554	1	553	0.180505415162	1	554	0.180505415162	100	-11
CASZ1	CASZ1-202	CASZ1-203	372	80	292	21.5053763441	0	452	0.0	17	9
EVX1	EVX1-202	EVX1-201	283	77	206	27.2084805654	77	283	27.2084805654	12	27
EVX1	EVX1-202	EVX1-204	407	106	301	26.0442260442	89	424	20.9905660377	14	54
ZNF208	ZNF208-201	ZNF208-202	1205	8	1197	0.663900414938	0	1213	0.0	37	-7
ZNF208	ZNF208-201	ZNF208-203	1280	2	1278	0.15625	2	1280	0.15625	50	-13
ZNF208	ZNF208-201	ZNF208-204	1178	25	1153	2.12224108659	0	1203	0.0	16	17
ZNF208	ZNF208-201	ZNF208-205	1205	37	1168	3.07053941909	0	1242	0.0	16	-6
ZNF208	ZNF208-201	ZNF208-206	1	10	-9	1000.0	0	11	0.0	100	-4
ZNF208	ZNF208-201	ZNF208-207	3	18	-15	600.0	0	21	0.0	100	-4
NME2	NME2-202	NME2-201	76	6	70	7.89473684211	6	76	7.89473684211	33	-4
SPEN	SPEN-201	SPEN-202	135	94	41	69.6296296296	0	229	0.0	5	-43
SPEN	SPEN-201	SPEN-203	3664	104	3560	2.8384279476	104	3664	2.8384279476	19	66
PRRX1	PRRX1-201	PRRX1-202	46	18	28	39.1304347826	0	63	0.0	11	-11
ZNF37A	ZNF37A-202	ZNF37A-206	482	29	453	6.01659751037	0	511	0.0	13	-1
MSANTD1	MSANTD1-203	MSANTD1-201	5	18	-13	360.0	0	23	0.0	20	-23
MSANTD1	MSANTD1-203	MSANTD1-204	5	18	-13	360.0	0	23	0.0	20	-23
MSANTD1	MSANTD1-203	MSANTD1-204	23	30	-7	130.434782609	0	53	0.0	8	-5
MSANTD3	MSANTD3-203	MSANTD3-201	136	20	116	14.7058823529	0	156	0.0	15	-4
AKNA	AKNA-206	AKNA-204	91	10	81	10.989010989	0	101	0.0	30	2
AKNA	AKNA-206	AKNA-205	1074	19	1055	1.76908752328	0	1093	0.0	26	16
DUX4	DUX4-203	DUX4-205	265	1	264	0.377358490566	0	266	0.0	100	-15
GLYR1	GLYR1-201	GLYR1-210	553	14	539	2.53164556962	14	553	2.53164556962	14	-3
LBX2	LBX2-202	LBX2-201	198	57	141	28.7878787879	49	206	23.786407767	10	3
LBX2	LBX2-202	LBX2-203	69	65	4	94.2028985507	0	133	0.0	10	11
FOS	FOS-201	FOS-203	333	90	243	27.027027027	90	333	27.027027027	13	48
FOS	FOS-201	FOS-204	249	39	210	15.6626506024	0	288	0.0	10	-10
FOS	FOS-201	FOS-205	213	9	204	4.22535211268	0	222	0.0	22	-6
FOS	FOS-201	FOS-210	134	50	84	37.3134328358	50	134	37.3134328358	12	9
HOMEZ	HOMEZ-201	HOMEZ-203	13	15	-2	115.384615385	0	28	0.0	15	-16
ZNF430	ZNF430-201	ZNF430-202	463	21	442	4.53563714903	0	484	0.0	23	-15
ZNF430	ZNF430-201	ZNF430-203	463	2	461	0.431965442765	0	465	0.0	100	-6
ZNF430	ZNF430-201	ZNF430-205	570	2	568	0.350877192982	2	570	0.350877192982	100	-3
ZNF430	ZNF430-201	ZNF430-206	463	6	457	1.29589632829	0	469	0.0	33	-12
PHF20	PHF20-203	PHF20-204	608	5	603	0.822368421053	0	613	0.0	40	-14
PHF20	PHF20-203	PHF20-205	113	6	107	5.30973451327	0	119	0.0	33	-8
TP53	TP53-201	TP53-202	62	12	50	19.3548387097	0	74	0.0	33	-7
TP53	TP53-201	TP53-203	133	25	108	18.7969924812	0	157	0.0	16	-10
TP53	TP53-201	TP53-204	62	10	52	16.1290322581	0	72	0.0	20	-6
TP53	TP53-201	TP53-206	62	15	47	24.1935483871	0	77	0.0	13	-10
TP53	TP53-201	TP53-208	62	15	47	24.1935483871	0	77	0.0	13	-10
TP53	TP53-201	TP53-213	62	10	52	16.1290322581	0	72	0.0	20	-6
TP53	TP53-201	TP53-217	367	18	349	4.90463215259	18	367	4.90463215259	38	15
TP53	TP53-201	TP53-220	62	15	47	24.1935483871	0	77	0.0	13	-10
TP53	TP53-201	TP53-221	62	15	47	24.1935483871	0	77	0.0	13	-10
TP53	TP53-201	TP53-222	14	3	11	21.4285714286	2	15	13.3333333333	33	4
TP53	TP53-201	TP53-224	62	10	52	16.1290322581	0	72	0.0	20	-6
TP53	TP53-201	TP53-228	62	10	52	16.1290322581	0	72	0.0	20	-6
SAFB2	SAFB2-201	SAFB2-206	742	7	735	0.943396226415	0	749	0.0	57	3
DPF2	DPF2-205	DPF2-208	339	64	275	18.8790560472	64	339	18.8790560472	7	51
DPF3	DPF3-210	DPF3-203	88	67	21	76.1363636364	0	155	0.0	5	-25
DPF3	DPF3-210	DPF3-204	11	21	-10	190.909090909	0	32	0.0	9	0
DPF3	DPF3-210	DPF3-204	88	67	21	76.1363636364	0	155	0.0	5	-25
DPF3	DPF3-210	DPF3-215	11	66	-55	600.0	0	77	0.0	18	-23
DPF3	DPF3-210	DPF3-215	88	67	21	76.1363636364	0	155	0.0	5	-25
DPF1	DPF1-201	DPF1-204	37	11	26	29.7297297297	0	48	0.0	54	23
DPF1	DPF1-201	DPF1-209	37	11	26	29.7297297297	0	48	0.0	54	23
PHTF2	PHTF2-206	PHTF2-204	412	17	395	4.12621359223	0	429	0.0	17	10
PHTF2	PHTF2-206	PHTF2-207	205	4	201	1.9512195122	0	209	0.0	25	-13
PHTF2	PHTF2-206	PHTF2-208	412	17	395	4.12621359223	0	429	0.0	17	10
PHTF1	PHTF1-204	PHTF1-201	132	7	125	5.30303030303	0	139	0.0	42	-9
PHTF1	PHTF1-204	PHTF1-206	762	42	720	5.51181102362	42	762	5.51181102362	16	8
ZIM2	ZIM2-201	ZIM2-202	464	3	461	0.646551724138	0	467	0.0	66	-16
SALL1	SALL1-201	SALL1-204	1299	9	1290	0.692840646651	9	1299	0.692840646651	44	-5
SALL3	SALL3-202	SALL3-204	1300	31	1269	2.38461538462	31	1300	2.38461538462	35	50
SALL2	SALL2-207	SALL2-201	24	22	2	91.6666666667	0	46	0.0	13	15
SALL2	SALL2-207	SALL2-201	42	78	-36	185.714285714	0	120	0.0	7	8
SALL2	SALL2-207	SALL2-202	24	22	2	91.6666666667	0	46	0.0	13	15
SALL2	SALL2-207	SALL2-204	1007	5	1002	0.496524329692	5	1007	0.496524329692	60	-8
SALL2	SALL2-207	SALL2-205	24	22	2	91.6666666667	0	46	0.0	13	15
SALL2	SALL2-207	SALL2-205	877	70	807	7.98175598632	0	947	0.0	24	22
SALL2	SALL2-207	SALL2-206	877	70	807	7.98175598632	0	947	0.0	24	22
SP140L	SP140L-203	SP140L-205	368	4	364	1.08695652174	0	372	0.0	50	-10
RBSN	RBSN-201	RBSN-204	735	39	696	5.30612244898	0	774	0.0	20	18
ZNF155	ZNF155-201	ZNF155-202	5	16	-11	320.0	0	21	0.0	20	-17
AEBP1	AEBP1-201	AEBP1-206	495	38	457	7.67676767677	4	529	0.756143667297	15	25
AEBP1	AEBP1-201	AEBP1-209	1158	4	1154	0.345423143351	4	1158	0.345423143351	50	-6
AEBP2	AEBP2-204	AEBP2-202	224	8	216	3.57142857143	0	232	0.0	12	-20
AEBP2	AEBP2-204	AEBP2-203	14	39	-25	278.571428571	0	53	0.0	14	0
AEBP2	AEBP2-204	AEBP2-205	392	2	390	0.510204081633	0	393	0.0	100	-10
AEBP2	AEBP2-204	AEBP2-205	14	17	-3	121.428571429	0	31	0.0	14	-18
ZNF816	ZNF816-203	ZNF816-201	588	34	554	5.78231292517	0	622	0.0	5	15
ZNF816	ZNF816-203	ZNF816-202	630	77	553	12.2222222222	42	665	6.31578947368	11	29
ZNF816	ZNF816-203	ZNF816-204	630	37	593	5.87301587302	37	630	5.87301587302	8	30
ZNF816	ZNF816-203	ZNF816-205	588	13	575	2.21088435374	0	601	0.0	15	-4
MKX	MKX-201	MKX-203	73	11	62	15.0684931507	0	84	0.0	18	-7
KLF13	KLF13-201	KLF13-207	192	4	188	2.08333333333	0	196	0.0	50	-7
KLF10	KLF10-201	KLF10-202	12	1	11	8.33333333333	0	13	0.0	100	-4
KLF16	KLF16-201	KLF16-203	152	15	137	9.86842105263	0	167	0.0	40	14
TFAP2A	TFAP2A-203	TFAP2A-201	15	11	4	73.3333333333	0	26	0.0	9	-22
TFAP2A	TFAP2A-203	TFAP2A-202	15	9	6	60.0	0	24	0.0	22	-11
TFAP2A	TFAP2A-203	TFAP2A-204	437	32	405	7.32265446224	32	437	7.32265446224	15	9
TFAP2A	TFAP2A-203	TFAP2A-207	15	60	-45	400.0	0	75	0.0	6	-28
TFAP2A	TFAP2A-203	TFAP2A-208	143	34	109	23.7762237762	33	144	22.9166666667	14	2
TFAP2A	TFAP2A-203	TFAP2A-211	437	66	371	15.1029748284	66	437	15.1029748284	13	29
TFAP2C	TFAP2C-201	TFAP2C-202	16	4	12	25.0	0	20	0.0	25	-26
POU5F1	POU5F1-201	POU5F1-209	256	19	237	7.421875	14	261	5.36398467433	31	11
GRHL1	GRHL1-201	GRHL1-202	249	60	189	24.0963855422	60	249	24.0963855422	11	14
ZNF541	ZNF541-203	ZNF541-201	1346	140	1206	10.4011887073	140	1346	10.4011887073	17	208
ZNF541	ZNF541-203	ZNF541-205	1346	127	1219	9.4353640416	127	1346	9.4353640416	14	182
HBP1	HBP1-201	HBP1-215	514	9	505	1.75097276265	9	514	1.75097276265	22	-8
POGZ	POGZ-201	POGZ-221	1410	4	1406	0.283687943262	4	1410	0.283687943262	75	-5
SP100	SP100-202	SP100-201	187	181	6	96.7914438503	0	368	0.0	4	-64
SP100	SP100-202	SP100-203	201	4	197	1.99004975124	0	205	0.0	25	-8
SP100	SP100-202	SP100-204	409	4	405	0.977995110024	0	413	0.0	25	-12
SP100	SP100-202	SP100-205	409	4	405	0.977995110024	0	413	0.0	25	-12
SP100	SP100-202	SP100-206	36	1	35	2.77777777778	0	37	0.0	100	-14
SP100	SP100-202	SP100-206	409	4	405	0.977995110024	0	413	0.0	25	-12
SP100	SP100-202	SP100-207	885	16	869	1.80790960452	16	885	1.80790960452	18	-5
SP100	SP100-202	SP100-208	409	4	405	0.977995110024	0	413	0.0	25	-12
SP100	SP100-202	SP100-209	885	3	882	0.338983050847	3	885	0.338983050847	66	-11
SP100	SP100-202	SP100-210	690	22	668	3.1884057971	0	712	0.0	22	16
RREB1	RREB1-204	RREB1-210	32	31	1	96.875	31	32	96.875	9	-26
ZNF141	ZNF141-201	ZNF141-204	399	38	361	9.52380952381	0	437	0.0	7	25
ZNF141	ZNF141-201	ZNF141-205	284	11	273	3.87323943662	0	295	0.0	27	-3
ZNF140	ZNF140-202	ZNF140-201	380	36	344	9.47368421053	5	411	1.21654501217	11	5
ZNF140	ZNF140-202	ZNF140-206	3	19	-16	633.333333333	0	22	0.0	33	-3
ZNF140	ZNF140-202	ZNF140-207	380	24	356	6.31578947368	24	380	6.31578947368	12	-15
ZNF143	ZNF143-203	ZNF143-209	638	39	599	6.11285266458	39	638	6.11285266458	17	23
ZNF143	ZNF143-203	ZNF143-211	514	42	472	8.17120622568	42	514	8.17120622568	7	-18
ZNF142	ZNF142-205	ZNF142-204	1687	3	1684	0.177830468287	3	1687	0.177830468287	100	-5
ZNF148	ZNF148-201	ZNF148-203	194	2	192	1.03092783505	0	196	0.0	50	-19
ZNF787	ZNF787-203	ZNF787-202	356	100	256	28.0898876404	0	456	0.0	13	51
ZNF785	ZNF785-201	ZNF785-204	337	39	298	11.5727002967	28	348	8.04597701149	10	6
ZNF784	ZNF784-201	ZNF784-202	297	16	281	5.38720538721	4	309	1.29449838188	31	14
ZNF789	ZNF789-201	ZNF789-202	375	12	363	3.2	0	387	0.0	33	-9
ZNF789	ZNF789-201	ZNF789-204	8	1	7	12.5	0	9	0.0	100	-4
ZNF789	ZNF789-201	ZNF789-204	337	37	300	10.9792284866	0	374	0.0	8	-9
ZNF789	ZNF789-201	ZNF789-209	8	1	7	12.5	0	9	0.0	100	-4
ZNF789	ZNF789-201	ZNF789-209	375	13	362	3.46666666667	0	388	0.0	23	-11
ZNF789	ZNF789-201	ZNF789-211	8	1	7	12.5	0	9	0.0	100	-4
ZNF789	ZNF789-201	ZNF789-211	375	13	362	3.46666666667	0	388	0.0	23	-14
ZNF569	ZNF569-201	ZNF569-205	607	1	606	0.164744645799	0	608	0.0	100	-32
ZNF569	ZNF569-201	ZNF569-208	681	16	665	2.34948604993	16	681	2.34948604993	18	-3
ZNF568	ZNF568-201	ZNF568-203	525	52	473	9.90476190476	0	577	0.0	11	0
ZNF568	ZNF568-201	ZNF568-204	644	382	262	59.3167701863	0	1026	0.0	45	1102
ZNF568	ZNF568-201	ZNF568-205	525	464	61	88.380952381	0	989	0.0	35	1096
ZNF568	ZNF568-201	ZNF568-206	525	516	9	98.2857142857	0	1041	0.0	38	1224
ZNF568	ZNF568-201	ZNF568-207	644	79	565	12.2670807453	0	723	0.0	21	64
ZNF568	ZNF568-201	ZNF568-208	644	39	605	6.05590062112	0	683	0.0	7	10
ZNF568	ZNF568-201	ZNF568-211	644	58	586	9.00621118012	0	702	0.0	18	37
ZNF568	ZNF568-201	ZNF568-213	644	25	619	3.88198757764	0	669	0.0	40	42
ZNF568	ZNF568-201	ZNF568-214	208	5	203	2.40384615385	5	208	2.40384615385	40	-7
ZNF568	ZNF568-201	ZNF568-215	525	516	9	98.2857142857	0	1041	0.0	38	1224
ZNF567	ZNF567-202	ZNF567-204	35	11	24	31.4285714286	0	46	0.0	18	-13
ZNF567	ZNF567-202	ZNF567-205	573	11	562	1.91972076789	0	584	0.0	18	-9
ZNF566	ZNF566-202	ZNF566-211	140	25	115	17.8571428571	0	165	0.0	4	-25
ZNF564	ZNF564-201	ZNF564-202	552	20	532	3.6231884058	0	572	0.0	25	14
ZNF563	ZNF563-201	ZNF563-203	278	31	247	11.1510791367	31	278	11.1510791367	16	-2
ZNF562	ZNF562-202	ZNF562-205	346	11	335	3.17919075145	11	346	3.17919075145	18	-8
ZNF562	ZNF562-202	ZNF562-206	38	1	37	2.63157894737	1	38	2.63157894737	100	-14
ZNF561	ZNF561-201	ZNF561-202	406	10	396	2.46305418719	10	406	2.46305418719	20	-7
ZNF561	ZNF561-201	ZNF561-208	13	19	-6	146.153846154	8	24	33.3333333333	0	-1
ZNF215	ZNF215-201	ZNF215-205	249	36	213	14.4578313253	0	285	0.0	8	-25
ZNF217	ZNF217-202	ZNF217-204	36	49	-13	136.111111111	0	85	0.0	16	-23
ZNF211	ZNF211-201	ZNF211-206	577	38	539	6.58578856153	5	610	0.819672131148	23	2
FOXK2	FOXK2-201	FOXK2-203	140	20	120	14.2857142857	0	160	0.0	15	-8
FOXK2	FOXK2-201	FOXK2-211	660	9	651	1.36363636364	9	660	1.36363636364	33	-8
ZNF213	ZNF213-201	ZNF213-203	285	49	236	17.1929824561	49	285	17.1929824561	22	28
ZNF212	ZNF212-201	ZNF212-203	495	42	453	8.48484848485	42	495	8.48484848485	19	24
NFKBIB	NFKBIB-201	NFKBIB-204	33	15	18	45.4545454545	0	48	0.0	26	-9
NFKBIB	NFKBIB-201	NFKBIB-205	78	2	76	2.5641025641	2	78	2.5641025641	0	-16
ZNF219	ZNF219-201	ZNF219-206	2	48	-46	2400.0	2	48	4.16666666667	50	-8
ZNF219	ZNF219-201	ZNF219-207	2	39	-37	1950.0	2	39	5.12820512821	50	-8
NR3C1	NR3C1-203	NR3C1-205	50	15	35	30.0	0	65	0.0	13	-12
RFX1	RFX1-201	RFX1-204	836	15	821	1.79425837321	0	851	0.0	20	-1
NFKBIZ	NFKBIZ-202	NFKBIZ-206	718	1	717	0.139275766017	1	718	0.139275766017	0	-32
ZNF846	ZNF846-201	ZNF846-202	457	10	447	2.18818380744	10	457	2.18818380744	30	8
ZNF846	ZNF846-201	ZNF846-203	457	5	452	1.09409190372	5	457	1.09409190372	60	5
ARID4B	ARID4B-201	ARID4B-206	1312	8	1304	0.609756097561	8	1312	0.609756097561	12	-9
NR5A2	NR5A2-203	NR5A2-202	541	43	498	7.94824399261	43	541	7.94824399261	18	9
NR5A2	NR5A2-203	NR5A2-204	541	9	532	1.66358595194	9	541	1.66358595194	44	3
NR5A1	NR5A1-202	NR5A1-201	229	13	216	5.6768558952	0	242	0.0	7	-20
DLX4	DLX4-201	DLX4-202	94	22	72	23.4042553191	0	116	0.0	27	8
DLX4	DLX4-201	DLX4-206	94	22	72	23.4042553191	0	116	0.0	27	8
DLX4	DLX4-201	DLX4-206	80	26	54	32.5	0	106	0.0	23	23
DLX5	DLX5-203	DLX5-201	109	11	98	10.0917431193	0	120	0.0	18	1
DLX6	DLX6-202	DLX6-203	145	17	128	11.724137931	0	162	0.0	17	-10
DLX1	DLX1-203	DLX1-201	151	25	126	16.5562913907	25	151	16.5562913907	20	13
