ref_orf	alt_orf	pfam	ref_len	alt_pfam	alt_len	len_diff	alt_is_longer
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-C2H2	23	ZNF418-202|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-C2H2	23	ZNF418-202|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-C2H2	23	ZNF418-202|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-202|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-202|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-202|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-C2H2	23	ZNF418-202|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-202	ZNF418-201|dom-zf-C2H2_4	24	ZNF418-202|dom-zf-C2H2_4	24	0	False
ZNF418-201	ZNF418-203	ZNF418-201|dom-KRAB	41	ZNF418-203|dom-KRAB	41	0	False
ZNF418-201	ZNF418-204	ZNF418-201|dom-KRAB	41	ZNF418-204|dom-KRAB	33	8	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2_4	24	ZNF418-208|dom-zf-C2H2_4	24	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	25	ZNF418-208|dom-zf-H2C2_2	25	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	24	ZNF418-208|dom-zf-H2C2_2	24	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2_6	27	ZNF418-208|dom-zf-C2H2_6	27	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2_4	24	ZNF418-208|dom-zf-C2H2_4	24	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2_6	27	ZNF418-208|dom-zf-C2H2_6	27	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	24	ZNF418-208|dom-zf-H2C2_2	24	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-H2C2_2	26	ZNF418-208|dom-zf-H2C2_2	26	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2	23	ZNF418-208|dom-zf-C2H2	23	0	False
ZNF418-201	ZNF418-208	ZNF418-201|dom-zf-C2H2_4	24	ZNF418-208|dom-zf-C2H2_4	24	0	False
ZNF418-201	ZNF418-210	ZNF418-201|dom-KRAB	41	ZNF418-210|dom-KRAB	41	0	False
ZNF418-201	ZNF418-211	ZNF418-201|dom-KRAB	41	ZNF418-211|dom-KRAB	41	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	25	ZNF417-203|dom-zf-H2C2_2	25	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2_6	27	ZNF417-203|dom-zf-C2H2_6	27	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2_4	24	ZNF417-203|dom-zf-C2H2_4	24	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	25	ZNF417-203|dom-zf-H2C2_2	25	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2_6	27	ZNF417-203|dom-zf-C2H2_6	27	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2_6	27	ZNF417-203|dom-zf-C2H2_6	27	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-H2C2_2	26	ZNF417-203|dom-zf-H2C2_2	26	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-KRAB	41	ZNF417-203|dom-KRAB	41	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF417-201	ZNF417-203	ZNF417-201|dom-zf-C2H2	23	ZNF417-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-KRAB	41	ZNF415-203|dom-KRAB	41	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2_11	26	ZNF415-203|dom-zf-C2H2_11	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-203|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-203|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-203|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	25	ZNF415-203|dom-zf-H2C2_2	25	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	27	ZNF415-203|dom-zf-H2C2_2	27	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	25	ZNF415-203|dom-zf-H2C2_2	25	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-C2H2	23	ZNF415-203|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-203	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-203|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-206	ZNF415-201|dom-KRAB	41	ZNF415-206|dom-KRAB	41	0	False
ZNF415-201	ZNF415-207	ZNF415-201|dom-KRAB	41	ZNF415-207|dom-KRAB	41	0	False
ZNF415-201	ZNF415-209	ZNF415-201|dom-KRAB	41	ZNF415-209|dom-KRAB	41	0	False
ZNF415-201	ZNF415-210	ZNF415-201|dom-KRAB	41	ZNF415-210|dom-KRAB	18	23	False
ZNF415-201	ZNF415-213	ZNF415-201|dom-KRAB	41	ZNF415-213|dom-KRAB	41	0	False
ZNF415-201	ZNF415-218	ZNF415-201|dom-KRAB	41	ZNF415-218|dom-KRAB	41	0	False
ZNF415-201	ZNF415-221	ZNF415-201|dom-KRAB	41	ZNF415-221|dom-KRAB	41	0	False
ZNF415-201	ZNF415-222	ZNF415-201|dom-KRAB	41	ZNF415-222|dom-KRAB	41	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2_11	26	ZNF415-224|dom-zf-C2H2_11	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-224|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-224|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2_4	24	ZNF415-224|dom-zf-C2H2_4	24	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	25	ZNF415-224|dom-zf-H2C2_2	25	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	27	ZNF415-224|dom-zf-H2C2_2	22	5	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	25	ZNF415-224|dom-zf-H2C2_2	25	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-C2H2	23	ZNF415-224|dom-zf-C2H2	23	0	False
ZNF415-201	ZNF415-224	ZNF415-201|dom-zf-H2C2_2	26	ZNF415-224|dom-zf-H2C2_2	26	0	False
ZNF414-202	ZNF414-201	ZNF414-202|dom-zf-C2H2_8	98	ZNF414-201|dom-zf-C2H2_8	98	0	False
MECP2-201	MECP2-203	MECP2-201|dom-MBD	72	MECP2-203|dom-MBD	75	-3	True
MECP2-201	MECP2-205	MECP2-201|dom-MBD	72	MECP2-205|dom-MBD	72	0	False
MECP2-201	MECP2-212	MECP2-201|dom-MBD	72	MECP2-212|dom-MBD	74	-2	True
MECP2-201	MECP2-213	MECP2-201|dom-MBD	72	MECP2-213|dom-MBD	72	0	False
MECP2-201	MECP2-217	MECP2-201|dom-MBD	72	MECP2-217|dom-MBD	75	-3	True
MECP2-201	MECP2-226	MECP2-201|dom-MBD	72	MECP2-226|dom-MBD	72	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-C2H2	25	ZNF410-201|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-C2H2	25	ZNF410-201|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-201|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-201|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-201|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-201|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-201	ZNF410-211|dom-zf-C2H2	24	ZNF410-201|dom-zf-C2H2	24	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-C2H2	25	ZNF410-202|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-C2H2	25	ZNF410-202|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-202|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-202|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-202|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-202|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-202	ZNF410-211|dom-zf-C2H2	24	ZNF410-202|dom-zf-C2H2	24	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-C2H2	25	ZNF410-205|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-C2H2	25	ZNF410-205|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-205|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-205|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-205|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-205|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-205	ZNF410-211|dom-zf-C2H2	24	ZNF410-205|dom-zf-C2H2	24	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-C2H2	25	ZNF410-206|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-C2H2	25	ZNF410-206|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-206|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-206|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-206|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-206|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-206	ZNF410-211|dom-zf-C2H2	24	ZNF410-206|dom-zf-C2H2	24	0	False
ZNF410-211	ZNF410-208	ZNF410-211|dom-zf-C2H2	25	ZNF410-208|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-208	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-208|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-208	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-208|dom-zf-H2C2_2	23	5	False
ZNF410-211	ZNF410-208	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-208|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-208	ZNF410-211|dom-zf-C2H2	24	ZNF410-208|dom-zf-C2H2	24	0	False
ZNF410-211	ZNF410-225	ZNF410-211|dom-zf-C2H2	25	ZNF410-225|dom-zf-C2H2	25	0	False
ZNF410-211	ZNF410-225	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-225|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-225	ZNF410-211|dom-zf-H2C2_2	28	ZNF410-225|dom-zf-H2C2_2	28	0	False
ZNF410-211	ZNF410-225	ZNF410-211|dom-zf-H2C2_2	26	ZNF410-225|dom-zf-H2C2_2	26	0	False
ZNF410-211	ZNF410-225	ZNF410-211|dom-zf-C2H2	24	ZNF410-225|dom-zf-C2H2	24	0	False
MLXIPL-201	MLXIPL-203	MLXIPL-201|dom-HLH	55	MLXIPL-203|dom-HLH	66	-11	True
MLXIPL-201	MLXIPL-204	MLXIPL-201|dom-HLH	55	MLXIPL-204|dom-HLH	55	0	False
MLXIPL-201	MLXIPL-204	MLXIPL-201|dom-Atg14	107	MLXIPL-204|dom-Atg14	106	1	False
MLXIPL-201	MLXIPL-205	MLXIPL-201|dom-HLH	55	MLXIPL-205|dom-HLH	66	-11	True
MLXIPL-201	MLXIPL-206	MLXIPL-201|dom-HLH	55	MLXIPL-206|dom-HLH	55	0	False
MLXIPL-201	MLXIPL-206	MLXIPL-201|dom-Atg14	107	MLXIPL-206|dom-Atg14	109	-2	True
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	26	MYNN-203|dom-zf-H2C2_2	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2_11	26	MYNN-203|dom-zf-C2H2_11	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	23	MYNN-203|dom-zf-C2H2	23	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	26	MYNN-203|dom-zf-H2C2_2	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	23	MYNN-203|dom-zf-C2H2	23	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	26	MYNN-203|dom-zf-H2C2_2	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-met	24	MYNN-203|dom-zf-met	24	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2_4	24	MYNN-203|dom-zf-C2H2_4	24	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	22	MYNN-203|dom-zf-C2H2	22	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	27	MYNN-203|dom-zf-H2C2_2	27	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2_jaz	24	MYNN-203|dom-zf-C2H2_jaz	24	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	23	MYNN-203|dom-zf-C2H2	23	0	False
MYNN-201	MYNN-203	MYNN-201|dom-BTB	105	MYNN-203|dom-BTB	105	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	26	MYNN-203|dom-zf-H2C2_2	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-H2C2_2	26	MYNN-203|dom-zf-H2C2_2	26	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	23	MYNN-203|dom-zf-C2H2	23	0	False
MYNN-201	MYNN-203	MYNN-201|dom-zf-C2H2	23	MYNN-203|dom-zf-C2H2	23	0	False
JDP2-203	JDP2-201	JDP2-203|dom-bZIP_2	55	JDP2-201|dom-bZIP_2	55	0	False
JDP2-203	JDP2-201	JDP2-203|dom-bZIP_Maf	71	JDP2-201|dom-bZIP_Maf	71	0	False
JDP2-203	JDP2-201	JDP2-203|dom-bZIP_1	64	JDP2-201|dom-bZIP_1	64	0	False
JDP2-203	JDP2-206	JDP2-203|dom-bZIP_2	55	JDP2-206|dom-bZIP_2	55	0	False
JDP2-203	JDP2-206	JDP2-203|dom-bZIP_Maf	71	JDP2-206|dom-bZIP_Maf	67	4	False
JDP2-203	JDP2-206	JDP2-203|dom-bZIP_1	64	JDP2-206|dom-bZIP_1	63	1	False
CREB3L2-201	CREB3L2-204	CREB3L2-201|dom-bZIP_Maf	74	CREB3L2-204|dom-bZIP_Maf	74	0	False
CREB3L2-201	CREB3L2-204	CREB3L2-201|dom-bZIP_1	64	CREB3L2-204|dom-bZIP_1	64	0	False
CREB3L2-201	CREB3L2-204	CREB3L2-201|dom-bZIP_2	55	CREB3L2-204|dom-bZIP_2	55	0	False
CREB3L3-201	CREB3L3-202	CREB3L3-201|dom-bZIP_Maf	76	CREB3L3-202|dom-bZIP_Maf	76	0	False
CREB3L3-201	CREB3L3-202	CREB3L3-201|dom-bZIP_1	64	CREB3L3-202|dom-bZIP_1	64	0	False
CREB3L3-201	CREB3L3-202	CREB3L3-201|dom-bZIP_2	53	CREB3L3-202|dom-bZIP_2	53	0	False
CREB3L3-201	CREB3L3-205	CREB3L3-201|dom-bZIP_Maf	76	CREB3L3-205|dom-bZIP_Maf	76	0	False
CREB3L3-201	CREB3L3-205	CREB3L3-201|dom-bZIP_1	64	CREB3L3-205|dom-bZIP_1	64	0	False
CREB3L3-201	CREB3L3-205	CREB3L3-201|dom-bZIP_2	53	CREB3L3-205|dom-bZIP_2	53	0	False
CREB3L1-206	CREB3L1-202	CREB3L1-206|dom-bZIP_Maf	74	CREB3L1-202|dom-bZIP_Maf	67	7	False
CREB3L1-206	CREB3L1-202	CREB3L1-206|dom-bZIP_2	55	CREB3L1-202|dom-bZIP_2	55	0	False
CREB3L1-206	CREB3L1-202	CREB3L1-206|dom-bZIP_1	64	CREB3L1-202|dom-bZIP_1	58	6	False
CREB3L4-201	CREB3L4-202	CREB3L4-201|dom-ZapB	70	CREB3L4-202|dom-ZapB	70	0	False
CREB3L4-201	CREB3L4-202	CREB3L4-201|dom-bZIP_1	77	CREB3L4-202|dom-bZIP_1	78	-1	True
CREB3L4-201	CREB3L4-202	CREB3L4-201|dom-bZIP_Maf	77	CREB3L4-202|dom-bZIP_Maf	77	0	False
